"","x"
"1427214_at",6.32995125
"1427215_at",3.64170083333333
"1427216_at",5.92601916666667
"1427217_at",2.79908208333333
"1427218_at",6.45453583333333
"1427219_at",5.01890291666667
"1427220_a_at",5.57369041666667
"1427221_at",3.81709
"1427222_a_at",2.9136125
"1427223_a_at",6.15562416666667
"1427224_at",3.77952291666667
"1427225_at",4.22355458333333
"1427226_at",5.74562083333333
"1427227_at",3.59955791666667
"1427228_at",5.90643208333333
"1427229_at",5.58662541666667
"1427230_at",6.68223708333333
"1427231_at",2.75027625
"1427232_at",7.12425
"1427233_at",7.03202208333333
"1427234_at",7.81475
"1427235_at",7.52955541666667
"1427236_a_at",8.76665916666667
"1427237_at",3.20309833333333
"1427238_at",3.54978458333333
"1427239_at",4.51453458333333
"1427240_at",6.71499791666667
"1427241_at",6.89357375
"1427242_at",3.30863791666667
"1427243_at",7.59252125
"1427244_at",7.60498958333333
"1427245_at",7.18537083333333
"1427246_at",3.07036041666667
"1427247_at",3.76816166666667
"1427248_at",7.24160041666667
"1427249_x_at",2.57888416666667
"1427250_at",9.14069083333333
"1427251_at",5.95451791666667
"1427252_at",5.47288875
"1427253_s_at",8.39473833333333
"1427254_at",6.71688
"1427255_s_at",6.51594416666667
"1427256_at",7.00175041666667
"1427257_at",4.35185041666667
"1427258_at",7.08678375
"1427259_at",5.900725
"1427260_a_at",12.4409583333333
"1427261_at",5.17376291666667
"1427262_at",3.07355333333333
"1427263_at",3.02994791666667
"1427264_at",4.76467041666667
"1427265_at",5.09853041666667
"1427266_at",8.785315
"1427267_at",4.88711291666667
"1427268_at",2.98091625
"1427269_at",6.99858625
"1427270_a_at",11.5912375
"1427271_at",10.6678933333333
"1427272_at",3.24835583333333
"1427273_at",6.22723041666667
"1427274_at",6.16257166666667
"1427275_at",9.85841208333333
"1427276_at",8.66524291666667
"1427277_at",3.61944541666667
"1427278_at",4.56027583333333
"1427279_at",4.29703833333333
"1427280_at",4.51491666666667
"1427281_at",3.24167791666667
"1427282_a_at",7.78726083333333
"1427283_at",7.97317833333333
"1427284_a_at",5.21156
"1427285_s_at",4.66150666666667
"1427286_at",4.2616625
"1427287_s_at",9.04090083333333
"1427288_at",4.72461625
"1427289_at",3.21024916666667
"1427290_at",6.73674791666667
"1427291_at",3.5127675
"1427292_at",6.12733666666667
"1427293_a_at",4.30865
"1427294_a_at",9.39214791666667
"1427295_at",8.14390625
"1427296_at",10.0004475
"1427297_at",6.85826208333333
"1427298_at",5.873595
"1427299_at",6.63313
"1427300_at",3.05859375
"1427301_at",9.66547041666667
"1427302_at",3.77485416666667
"1427303_at",3.11553958333333
"1427304_at",5.77839916666667
"1427305_at",7.79946375
"1427306_at",5.92977041666667
"1427307_a_at",4.88628625
"1427308_at",5.31791375
"1427309_at",6.52291708333333
"1427310_at",8.52458
"1427311_at",5.20617875
"1427312_at",4.47157
"1427313_at",7.19933583333333
"1427314_at",8.12289541666667
"1427315_at",3.43002875
"1427316_s_at",6.44554541666667
"1427317_at",7.51701833333333
"1427318_s_at",5.69038875
"1427319_at",5.6793575
"1427320_at",4.19780208333333
"1427321_s_at",4.69260833333333
"1427322_at",5.29795708333333
"1427323_s_at",7.04596416666667
"1427324_at",7.45662833333333
"1427325_s_at",9.22250875
"1427326_at",5.39266
"1427327_at",8.31198875
"1427328_a_at",6.57810166666667
"1427329_a_at",10.6778445833333
"1427330_at",6.27026291666667
"1427331_at",6.24914875
"1427332_at",6.47192375
"1427333_s_at",7.24876708333333
"1427334_s_at",9.02817083333333
"1427335_at",5.99346458333333
"1427336_at",5.67303916666667
"1427337_at",3.936965
"1427338_at",5.34916958333333
"1427339_at",4.9093275
"1427340_at",3.80731458333333
"1427341_at",5.03296958333333
"1427342_at",5.28248291666667
"1427343_at",5.16387875
"1427344_s_at",5.54661583333333
"1427345_a_at",5.57196166666667
"1427346_at",6.63259541666667
"1427347_s_at",11.2494079166667
"1427348_at",5.92148791666667
"1427349_x_at",5.6589525
"1427350_a_at",8.39323708333333
"1427351_s_at",10.7828354166667
"1427352_at",4.87235208333333
"1427353_at",4.890775
"1427354_at",3.53994625
"1427355_at",5.20147583333333
"1427356_at",4.16173333333333
"1427357_at",5.778405
"1427358_a_at",6.08758416666667
"1427359_at",9.77393416666667
"1427360_at",5.84301666666667
"1427361_at",6.84123625
"1427362_x_at",5.65049916666667
"1427363_at",4.66680541666667
"1427364_a_at",11.1654458333333
"1427365_at",6.09400125
"1427366_at",6.08151833333333
"1427367_at",6.4978775
"1427368_x_at",8.06492541666667
"1427369_at",6.72328083333333
"1427370_at",3.2314225
"1427371_at",4.00487125
"1427372_at",3.6239775
"1427373_at",4.76514
"1427374_at",4.95858166666667
"1427375_at",6.0385675
"1427376_a_at",5.31808708333333
"1427377_x_at",7.17889458333333
"1427378_at",5.68199125
"1427379_at",5.28274916666667
"1427380_at",3.21067416666667
"1427381_at",7.16116208333333
"1427382_a_at",6.33147791666667
"1427383_at",6.15354291666667
"1427384_at",6.19126958333333
"1427385_s_at",6.43660875
"1427386_at",5.26046083333333
"1427387_a_at",6.36788375
"1427388_at",4.316255
"1427389_at",4.39327666666667
"1427390_at",7.123535
"1427391_a_at",6.35241666666667
"1427392_at",4.39285958333333
"1427393_at",4.75531125
"1427394_at",6.2992825
"1427395_a_at",4.88864208333333
"1427396_a_at",10.7594416666667
"1427397_at",6.00935875
"1427398_at",4.16468291666667
"1427399_a_at",3.55769541666667
"1427400_at",4.97869333333333
"1427401_at",3.33974916666667
"1427402_at",7.4308625
"1427403_at",6.3003175
"1427404_x_at",11.2030333333333
"1427405_s_at",5.61523916666667
"1427406_at",5.78717
"1427407_s_at",7.49136333333333
"1427408_a_at",6.35775375
"1427409_at",5.63367166666667
"1427410_at",7.97574125
"1427411_s_at",6.1137525
"1427412_s_at",7.33882791666667
"1427413_a_at",9.88616625
"1427414_at",4.46253291666667
"1427415_at",3.3407675
"1427416_x_at",6.69153416666667
"1427417_at",5.85069
"1427418_a_at",8.71702583333333
"1427419_x_at",6.26420666666667
"1427420_at",4.29362041666667
"1427421_at",5.57522458333333
"1427422_at",5.60703708333333
"1427423_at",4.35855041666667
"1427424_at",5.83791
"1427425_at",5.85106
"1427426_at",3.43241208333333
"1427427_at",4.08090083333333
"1427428_at",7.25186375
"1427429_at",4.80514791666667
"1427430_at",5.75167875
"1427431_at",4.43143833333333
"1427432_a_at",9.0765225
"1427433_s_at",3.6552225
"1427434_at",6.91940833333333
"1427435_at",5.55260166666667
"1427436_at",6.01332833333333
"1427437_at",3.24915458333333
"1427438_at",3.00901166666667
"1427439_s_at",7.1043175
"1427440_a_at",5.87874166666667
"1427441_a_at",6.569035
"1427442_a_at",9.96942875
"1427443_at",3.87055583333333
"1427444_at",5.03733708333333
"1427445_a_at",3.53162666666667
"1427446_s_at",5.64918333333333
"1427447_a_at",9.51024291666667
"1427448_at",4.76232375
"1427449_a_at",7.23876875
"1427450_x_at",4.48856791666667
"1427451_a_at",3.71293208333333
"1427452_at",8.07492916666667
"1427453_at",3.63249375
"1427454_at",3.81072208333333
"1427455_x_at",12.6118375
"1427456_at",6.71080208333333
"1427457_a_at",4.74637958333333
"1427458_at",5.58145166666667
"1427459_at",5.47010208333333
"1427460_at",7.18730333333333
"1427461_at",4.19307708333333
"1427462_at",5.08581083333333
"1427463_at",5.66597708333333
"1427464_s_at",9.31403333333333
"1427465_at",3.90302375
"1427466_at",5.33339083333333
"1427467_a_at",3.16689958333333
"1427468_at",7.90499125
"1427469_at",5.95838416666667
"1427470_s_at",4.418265
"1427471_at",5.80743375
"1427472_a_at",5.20067708333333
"1427473_at",4.63466166666667
"1427474_s_at",7.46725291666667
"1427475_a_at",8.37676375
"1427476_a_at",5.52553333333333
"1427477_at",3.89420541666667
"1427478_at",4.597345
"1427479_at",4.39890833333333
"1427480_at",4.05415833333333
"1427481_a_at",4.88323958333333
"1427482_a_at",3.57388333333333
"1427483_at",5.81923208333333
"1427484_at",5.16714958333333
"1427485_at",6.34687625
"1427486_at",5.64194291666667
"1427487_at",4.06741958333333
"1427488_a_at",4.58334666666667
"1427489_at",3.43795625
"1427490_at",3.35436875
"1427491_at",4.95375625
"1427492_at",3.63156875
"1427493_at",5.79354375
"1427494_at",4.6136525
"1427495_at",4.61194625
"1427496_at",5.71744375
"1427497_at",4.76067625
"1427498_a_at",4.11698333333333
"1427499_at",3.38933
"1427500_at",4.20147458333333
"1427501_at",4.96482333333333
"1427502_at",7.44954083333333
"1427503_at",6.59464333333333
"1427504_s_at",9.92315291666667
"1427505_a_at",6.16723083333333
"1427506_at",7.76811791666667
"1427507_at",5.70276875
"1427508_at",7.3438225
"1427509_at",5.98292875
"1427510_at",3.97246708333333
"1427511_at",5.63167041666667
"1427512_a_at",4.31061416666667
"1427513_at",4.22069625
"1427514_at",6.44286333333333
"1427515_at",6.78366208333333
"1427516_a_at",6.522915
"1427517_at",3.70921083333333
"1427518_at",4.14433625
"1427519_at",6.43373875
"1427520_a_at",3.03421291666667
"1427521_a_at",4.51626958333333
"1427522_at",5.23220125
"1427523_at",5.92182666666667
"1427524_a_at",5.4135325
"1427525_at",7.61022916666667
"1427526_at",5.91473
"1427527_a_at",4.623465
"1427528_a_at",5.31198875
"1427529_at",5.94491833333333
"1427530_at",5.01104791666667
"1427531_a_at",6.31807833333333
"1427532_at",5.82062875
"1427533_at",5.94908125
"1427534_at",6.12557291666667
"1427535_s_at",6.3775475
"1427536_at",6.2504775
"1427537_at",4.81320708333333
"1427538_at",3.87049666666667
"1427539_a_at",6.04642875
"1427540_at",4.79288291666667
"1427541_x_at",6.87986416666667
"1427542_at",5.52232291666667
"1427543_s_at",5.32929
"1427544_a_at",4.45667833333333
"1427545_at",5.11138583333333
"1427546_at",4.16310416666667
"1427547_a_at",4.06214875
"1427548_a_at",7.13450541666667
"1427549_s_at",3.32911791666667
"1427550_at",5.13462041666667
"1427551_at",6.28846833333333
"1427552_a_at",5.78888666666667
"1427553_at",5.6891625
"1427554_at",5.27701291666667
"1427555_at",7.64404
"1427556_at",4.91804875
"1427557_at",6.19107458333333
"1427558_s_at",6.80069666666667
"1427559_a_at",6.48410916666667
"1427560_at",6.01525166666667
"1427561_a_at",5.69112166666667
"1427562_a_at",5.91674375
"1427563_at",4.88293125
"1427564_at",5.70092958333333
"1427565_a_at",5.631255
"1427566_at",5.55718875
"1427567_a_at",9.00422125
"1427568_a_at",6.5579075
"1427569_a_at",5.75516875
"1427570_at",4.70545333333333
"1427571_at",4.27609208333333
"1427572_at",4.49207041666667
"1427573_at",5.12756416666667
"1427574_s_at",3.50974666666667
"1427575_at",4.86463583333333
"1427576_at",5.88676875
"1427577_x_at",5.94528875
"1427578_a_at",8.68469875
"1427579_at",5.29389791666667
"1427580_a_at",5.90155583333333
"1427581_at",5.76651916666667
"1427582_at",4.91430916666667
"1427583_at",3.65159666666667
"1427584_at",4.42849666666667
"1427585_at",2.61236041666667
"1427586_at",5.5991125
"1427587_at",3.97011125
"1427588_a_at",6.25396583333333
"1427589_at",7.15533875
"1427590_at",3.29861583333333
"1427591_at",5.66173416666667
"1427592_at",4.48515083333333
"1427593_at",5.86235166666667
"1427594_at",3.9860025
"1427595_at",4.35263833333333
"1427596_at",3.51595833333333
"1427597_at",4.82086291666667
"1427598_at",4.82947208333333
"1427599_at",5.02780375
"1427600_at",3.253685
"1427601_at",5.34889708333333
"1427602_at",3.66368416666667
"1427603_at",4.50608958333333
"1427604_a_at",5.96407833333333
"1427605_at",6.63110416666667
"1427606_at",3.88467083333333
"1427607_at",3.86967625
"1427608_a_at",6.64284541666667
"1427609_at",7.15146125
"1427610_at",4.10936916666667
"1427611_at",6.27835708333333
"1427612_at",3.508275
"1427613_at",5.7148075
"1427614_at",4.51487416666667
"1427615_at",3.72477833333333
"1427616_at",5.68658833333333
"1427617_at",4.75635083333333
"1427618_at",4.62163708333333
"1427619_a_at",6.34154708333333
"1427620_at",5.46846041666667
"1427621_at",3.42495375
"1427622_at",5.19836958333333
"1427623_at",4.66606125
"1427624_s_at",3.69405791666667
"1427625_a_at",5.03070708333333
"1427626_at",6.85358291666667
"1427627_at",4.62097041666667
"1427628_at",5.98424708333333
"1427629_at",4.53723583333333
"1427630_x_at",9.54046291666667
"1427631_x_at",5.30727958333333
"1427632_x_at",3.59250541666667
"1427633_a_at",5.8505375
"1427634_at",5.64490916666667
"1427635_at",2.71512791666667
"1427636_at",4.30905458333333
"1427637_a_at",6.08965583333333
"1427638_at",5.99300333333333
"1427639_a_at",4.41276916666667
"1427640_a_at",4.08234208333333
"1427641_at",4.2474175
"1427642_at",6.17353791666667
"1427643_at",4.740335
"1427644_at",3.41278541666667
"1427645_a_at",3.0663825
"1427646_a_at",4.68161583333333
"1427647_at",5.60529083333333
"1427648_at",5.344895
"1427649_at",4.36785708333333
"1427650_a_at",7.14670083333333
"1427651_x_at",12.2359041666667
"1427652_x_at",5.45692333333333
"1427653_at",4.87531041666667
"1427654_a_at",4.96873708333333
"1427655_a_at",11.4600375
"1427656_at",7.92817833333333
"1427657_at",5.76678166666667
"1427658_at",4.53987375
"1427659_at",5.33993125
"1427660_x_at",12.4102541666667
"1427661_a_at",6.52304875
"1427662_at",4.48967875
"1427663_a_at",6.77427166666667
"1427664_at",4.14498291666667
"1427665_a_at",4.74642333333333
"1427666_a_at",6.96224291666667
"1427667_s_at",7.12874791666667
"1427668_at",5.50140458333333
"1427669_a_at",7.04545583333333
"1427670_a_at",7.85261541666667
"1427671_a_at",5.7391725
"1427672_a_at",7.40365541666667
"1427673_a_at",4.9790625
"1427674_a_at",6.4654125
"1427675_at",2.96740833333333
"1427676_a_at",3.44394791666667
"1427677_a_at",8.00738
"1427678_at",5.87625708333333
"1427679_at",3.92809833333333
"1427680_a_at",3.55702958333333
"1427681_s_at",3.40260375
"1427682_a_at",3.5572725
"1427683_at",5.40703375
"1427684_at",3.82114125
"1427685_a_at",5.13515541666667
"1427686_at",3.489735
"1427687_at",5.3140025
"1427688_a_at",4.87415625
"1427689_a_at",8.87594291666667
"1427690_a_at",5.6588175
"1427691_a_at",7.93569208333333
"1427692_a_at",4.38953416666667
"1427693_at",6.77436416666667
"1427694_at",3.2564475
"1427695_a_at",6.9964175
"1427696_at",5.8661975
"1427697_a_at",4.43707208333333
"1427698_at",5.82503375
"1427699_a_at",6.5024175
"1427700_x_at",3.21557833333333
"1427701_a_at",4.219055
"1427702_at",6.15071375
"1427703_at",6.1389725
"1427704_a_at",4.50603541666667
"1427705_a_at",9.21681208333333
"1427706_a_at",7.58748666666667
"1427707_a_at",5.31536375
"1427708_a_at",3.38931375
"1427709_at",5.93789916666667
"1427710_at",6.11594
"1427711_a_at",6.76195958333333
"1427712_at",4.880565
"1427713_x_at",7.26759541666667
"1427714_at",4.03841791666667
"1427715_a_at",3.2201325
"1427716_at",6.83056666666667
"1427717_at",4.72723916666667
"1427718_a_at",6.9125225
"1427719_s_at",3.403375
"1427720_a_at",9.49548416666667
"1427721_at",4.15548166666667
"1427722_at",3.39645125
"1427723_at",6.73714208333333
"1427724_at",4.0407925
"1427725_a_at",7.59786416666667
"1427726_at",6.39344625
"1427727_x_at",3.97419625
"1427728_at",4.019465
"1427729_at",3.68012333333333
"1427730_a_at",5.92170583333333
"1427731_at",4.41936
"1427732_s_at",6.61411625
"1427733_a_at",3.42757
"1427734_a_at",5.08337041666667
"1427735_a_at",6.15687541666667
"1427736_a_at",7.17145416666667
"1427737_a_at",6.14192625
"1427738_at",2.958245
"1427739_a_at",7.37984041666667
"1427740_a_at",3.25106125
"1427741_x_at",4.95524041666667
"1427742_a_at",9.42784708333333
"1427743_at",5.92251666666667
"1427744_at",3.1832
"1427745_x_at",5.78866083333333
"1427746_x_at",10.52429
"1427747_a_at",10.6315008333333
"1427748_at",3.49230833333333
"1427749_at",5.62280041666667
"1427750_at",4.3494575
"1427751_a_at",5.61606875
"1427752_a_at",5.76099833333333
"1427753_at",3.795855
"1427754_a_at",5.40445791666667
"1427755_at",5.11738208333333
"1427756_x_at",6.93430333333333
"1427757_at",6.31579083333333
"1427758_x_at",4.74365458333333
"1427759_a_at",5.14483583333333
"1427760_s_at",6.21066375
"1427761_at",3.8643475
"1427762_x_at",8.34276125
"1427763_a_at",5.32408416666667
"1427764_a_at",6.56663
"1427765_a_at",6.08521916666667
"1427766_at",4.51884791666667
"1427767_a_at",2.76334625
"1427768_s_at",4.75913125
"1427769_x_at",5.79779
"1427770_a_at",4.52183333333333
"1427771_x_at",6.72089708333333
"1427772_at",6.17287125
"1427773_a_at",10.7957625
"1427774_at",2.67265458333333
"1427775_at",4.58100291666667
"1427776_a_at",2.98032541666667
"1427777_x_at",5.97966041666667
"1427778_at",3.85993208333333
"1427779_a_at",5.74904708333333
"1427780_at",4.0662175
"1427781_at",2.86677958333333
"1427782_a_at",6.13109583333333
"1427783_at",3.03695041666667
"1427784_at",3.62971916666667
"1427785_x_at",6.99294916666667
"1427786_at",5.59679708333333
"1427787_at",4.63389708333333
"1427788_at",4.49982583333333
"1427789_s_at",4.82039583333333
"1427790_at",6.19059375
"1427791_a_at",4.39078375
"1427792_at",3.39477041666667
"1427793_at",3.96521166666667
"1427794_at",3.87009541666667
"1427795_s_at",3.97623583333333
"1427796_at",4.01344375
"1427797_s_at",8.3679525
"1427798_x_at",9.01611291666667
"1427799_x_at",3.42397375
"1427800_at",4.69501666666667
"1427801_at",3.70540375
"1427802_a_at",3.03641291666667
"1427803_at",5.22570833333333
"1427804_at",5.72625
"1427805_at",6.83676958333333
"1427806_at",4.81845
"1427807_at",5.69677375
"1427808_at",4.30051208333333
"1427809_at",5.90609333333333
"1427810_at",3.96855958333333
"1427811_at",3.71448875
"1427812_at",5.09175708333333
"1427813_at",2.87015916666667
"1427814_at",3.3987
"1427815_at",5.71724
"1427816_at",7.455955
"1427817_at",4.27251833333333
"1427818_at",4.91729625
"1427819_at",5.63173541666667
"1427820_at",8.33981916666667
"1427821_at",5.1442675
"1427822_a_at",5.493555
"1427823_at",6.75794791666667
"1427824_at",6.35972208333333
"1427825_at",3.88369208333333
"1427826_a_at",3.43701208333333
"1427827_at",5.33464458333333
"1427828_at",3.12151041666667
"1427829_at",4.72758791666667
"1427830_at",3.49566666666667
"1427831_s_at",4.10288625
"1427832_at",5.39251125
"1427833_at",5.25777625
"1427834_at",3.80873375
"1427835_at",5.8675375
"1427836_at",4.63742916666667
"1427837_at",6.21017875
"1427838_at",6.18715291666667
"1427839_at",5.74198
"1427840_at",5.86010083333333
"1427841_at",5.65482166666667
"1427842_at",3.687785
"1427843_at",6.66712208333333
"1427844_a_at",8.29483458333333
"1427845_at",4.42562583333333
"1427846_x_at",6.29193
"1427847_at",3.83198541666667
"1427848_at",4.14407875
"1427849_a_at",5.54234083333333
"1427850_x_at",3.51354958333333
"1427851_x_at",4.24416333333333
"1427852_x_at",5.70119625
"1427853_a_at",6.82446416666667
"1427854_x_at",6.87010833333333
"1427855_at",6.25172541666667
"1427856_a_at",4.61371125
"1427857_x_at",6.56816041666667
"1427858_at",2.89696416666667
"1427859_at",4.50729125
"1427860_at",7.21837875
"1427861_at",5.80470125
"1427862_at",5.20859916666667
"1427863_at",6.12667333333333
"1427864_at",6.88417166666667
"1427865_at",8.09175916666667
"1427866_x_at",8.23887625
"1427867_at",5.15902083333333
"1427868_x_at",3.27548375
"1427869_at",4.86023875
"1427870_x_at",7.9981925
"1427871_at",4.59550333333333
"1427872_at",3.5966075
"1427873_at",5.14864833333333
"1427874_at",10.3192033333333
"1427875_a_at",13.3163708333333
"1427876_at",9.34863833333333
"1427877_at",8.66498041666667
"1427878_at",5.19846041666667
"1427879_at",9.21603708333333
"1427880_at",5.07883
"1427881_at",6.26956791666667
"1427882_at",5.07340625
"1427883_a_at",5.44773333333333
"1427884_at",3.48386541666667
"1427885_at",8.5033875
"1427886_at",10.0664554166667
"1427887_at",7.95552958333333
"1427888_a_at",9.1676475
"1427889_at",8.44439875
"1427890_a_at",6.62653958333333
"1427891_at",8.7805
"1427892_at",9.950135
"1427893_a_at",6.54305958333333
"1427894_at",6.19065541666667
"1427895_at",6.93672333333333
"1427896_at",9.89574666666667
"1427897_s_at",11.218225
"1427898_at",6.66733333333333
"1427899_at",6.56336166666667
"1427900_at",4.55668208333333
"1427901_at",9.08912708333333
"1427902_at",8.40193458333333
"1427903_at",7.74798875
"1427904_s_at",5.73905875
"1427905_at",7.23960791666667
"1427906_at",7.08660708333333
"1427907_at",7.37865125
"1427908_at",6.73359666666667
"1427909_at",8.45132666666667
"1427910_at",4.61346041666667
"1427911_at",8.47840541666667
"1427912_at",6.01121375
"1427913_at",8.15681
"1427914_a_at",10.6238625
"1427915_s_at",7.78135541666667
"1427916_at",6.58937416666667
"1427917_s_at",9.10989
"1427918_a_at",9.18186333333333
"1427919_at",3.36922583333333
"1427920_at",6.19497875
"1427921_s_at",8.03940083333333
"1427922_at",6.37024333333333
"1427923_at",7.96313791666667
"1427924_at",5.27810916666667
"1427925_at",6.14061541666667
"1427926_at",4.78102541666667
"1427927_at",12.739875
"1427928_s_at",8.84293916666667
"1427929_a_at",7.3872375
"1427930_at",5.06276333333333
"1427931_s_at",6.24123541666667
"1427932_s_at",12.0572166666667
"1427933_at",7.02970791666667
"1427934_at",6.5592125
"1427935_at",7.73328958333333
"1427936_at",3.32721833333333
"1427937_at",5.4318
"1427938_at",8.61316583333333
"1427939_s_at",8.21979958333333
"1427940_s_at",6.78150333333333
"1427941_at",7.02199916666667
"1427942_at",3.46974708333333
"1427943_at",9.48891958333333
"1427944_at",5.381235
"1427945_at",4.4361525
"1427946_s_at",4.56572333333333
"1427947_at",6.95091375
"1427948_a_at",6.15748333333333
"1427949_at",6.93661208333333
"1427950_at",4.699105
"1427951_s_at",6.47321375
"1427952_at",5.510185
"1427953_at",6.10007
"1427954_at",4.65221916666667
"1427955_a_at",6.83116958333333
"1427956_at",5.55954541666667
"1427957_at",5.25013
"1427958_at",5.36560166666667
"1427959_at",6.199065
"1427960_at",4.32046958333333
"1427961_s_at",4.51960791666667
"1427962_at",6.05362083333333
"1427963_s_at",3.3747425
"1427964_at",5.07964416666667
"1427965_at",9.45027833333333
"1427966_at",8.50394458333333
"1427967_at",3.3549225
"1427968_at",3.32396333333333
"1427969_s_at",7.05430125
"1427970_at",4.8756175
"1427971_at",7.35797
"1427972_at",6.37611833333333
"1427973_s_at",4.88651291666667
"1427974_s_at",3.39263166666667
"1427975_at",4.50752875
"1427976_at",2.69326625
"1427977_x_at",3.20640958333333
"1427978_at",7.81880666666667
"1427979_at",4.93624791666667
"1427980_at",8.60032041666667
"1427981_a_at",5.91703875
"1427982_s_at",4.29704541666667
"1427983_at",7.92875583333333
"1427984_at",5.4425275
"1427985_at",3.4909475
"1427986_a_at",6.71072916666667
"1427987_at",6.65616291666667
"1427988_s_at",6.80137791666667
"1427989_at",5.32945416666667
"1427990_at",8.39572958333333
"1427991_s_at",9.2735325
"1427992_a_at",6.72275458333333
"1427993_at",5.57746625
"1427994_at",8.52630333333333
"1427995_at",4.05970333333333
"1427996_at",8.37002541666667
"1427997_at",7.39193833333333
"1427998_at",11.013775
"1427999_at",3.89901625
"1428000_at",7.78452708333333
"1428001_at",3.00708
"1428002_at",5.52071708333333
"1428003_s_at",6.47510625
"1428004_at",10.77741125
"1428005_at",4.67624583333333
"1428006_at",5.51686875
"1428007_at",5.45931166666667
"1428008_at",3.33526
"1428009_a_at",5.21546875
"1428010_at",4.14969291666667
"1428011_a_at",9.12723083333333
"1428012_at",4.89031041666667
"1428013_at",5.14856375
"1428014_at",7.22280291666667
"1428015_at",6.56498625
"1428016_a_at",3.87393708333333
"1428017_at",4.76366125
"1428018_a_at",8.74297541666667
"1428019_at",4.70188041666667
"1428020_at",5.17208583333333
"1428021_at",4.80368708333333
"1428022_at",4.13576208333333
"1428023_at",6.568325
"1428024_at",6.79343041666667
"1428025_s_at",5.81378458333333
"1428026_at",4.49040125
"1428027_at",3.37842583333333
"1428028_at",4.81829416666667
"1428029_a_at",8.67267458333333
"1428030_at",3.70961
"1428031_at",4.72098291666667
"1428032_at",6.0620525
"1428033_at",4.61825791666667
"1428034_a_at",4.09940625
"1428035_at",4.64048125
"1428036_at",3.98225458333333
"1428037_at",4.9212125
"1428038_at",4.72580583333333
"1428039_at",4.11404833333333
"1428040_at",4.10061416666667
"1428041_at",3.52144541666667
"1428042_at",4.688965
"1428043_a_at",6.64379375
"1428044_at",4.44069083333333
"1428045_a_at",6.35937208333333
"1428046_a_at",3.71292416666667
"1428047_s_at",3.91022041666667
"1428048_at",6.01046291666667
"1428049_a_at",6.73346958333333
"1428050_a_at",9.07984083333333
"1428051_a_at",4.92086833333333
"1428052_a_at",6.3134425
"1428053_at",6.00165625
"1428054_at",4.734895
"1428055_at",4.04521625
"1428056_at",3.41317458333333
"1428057_a_at",5.57896666666667
"1428058_at",5.99712125
"1428059_at",4.25561708333333
"1428060_at",5.55355333333333
"1428061_at",7.39717791666667
"1428062_at",5.29117166666667
"1428063_at",7.50780125
"1428064_at",8.30083875
"1428065_at",9.45672416666667
"1428066_at",4.04613333333333
"1428067_at",6.22822083333333
"1428068_at",10.3117841666667
"1428069_at",6.3525225
"1428070_at",8.50137833333333
"1428071_at",9.64533708333333
"1428072_a_at",8.1270375
"1428073_a_at",8.03602916666667
"1428074_at",8.74629333333333
"1428075_at",8.76868291666667
"1428076_s_at",9.08929666666667
"1428077_at",6.33850833333333
"1428078_at",7.05314708333333
"1428079_at",7.03187458333333
"1428080_at",6.76473833333333
"1428081_at",6.23626625
"1428082_at",9.32211
"1428083_at",10.1310375
"1428084_at",7.6395275
"1428085_at",7.81858041666667
"1428086_at",8.66639125
"1428087_at",7.38984833333333
"1428088_at",6.43407208333333
"1428089_at",4.91956333333333
"1428090_at",7.11551333333333
"1428091_at",5.74275458333333
"1428092_at",8.10847708333333
"1428093_at",7.11292083333333
"1428094_at",10.1176295833333
"1428095_a_at",7.04880833333333
"1428096_at",9.79856875
"1428097_at",7.8864725
"1428098_a_at",7.08971291666667
"1428099_a_at",10.3912716666667
"1428100_at",6.81227666666667
"1428101_at",9.57475208333333
"1428102_at",3.88717791666667
"1428103_at",10.7662625
"1428104_at",4.94305458333333
"1428105_at",3.61044958333333
"1428106_at",6.72429708333333
"1428107_at",9.79091583333333
"1428108_x_at",11.9532291666667
"1428109_at",6.850655
"1428110_x_at",6.88245833333333
"1428111_at",3.10686291666667
"1428112_at",8.72476
"1428113_at",6.36285208333333
"1428114_at",7.93212833333333
"1428115_a_at",4.63116416666667
"1428116_a_at",12.1587375
"1428117_x_at",6.58060875
"1428118_at",5.21574125
"1428119_a_at",8.336785
"1428120_at",6.16282166666667
"1428121_at",9.28429041666667
"1428122_s_at",7.21040916666667
"1428123_at",6.91272958333333
"1428124_at",5.8848175
"1428125_at",8.36318958333333
"1428126_a_at",7.661375
"1428127_at",7.85324416666667
"1428128_at",9.12163125
"1428129_at",4.35173166666667
"1428130_at",6.35899875
"1428131_a_at",10.1321883333333
"1428132_at",8.51479625
"1428133_at",6.6329925
"1428134_at",7.02398916666667
"1428135_a_at",6.24251041666667
"1428136_at",4.70138916666667
"1428137_at",5.70996333333333
"1428138_s_at",8.1894875
"1428139_at",6.94692166666667
"1428140_at",7.28037041666667
"1428141_at",8.342225
"1428142_at",4.82111458333333
"1428143_a_at",10.5030916666667
"1428144_at",7.08583875
"1428145_at",8.174555
"1428146_s_at",8.29313875
"1428147_at",8.03547916666667
"1428148_s_at",8.83136833333333
"1428149_at",5.28213166666667
"1428150_at",6.93834666666667
"1428151_x_at",6.06067166666667
"1428152_a_at",13.9908833333333
"1428153_at",5.94034125
"1428154_s_at",6.07653375
"1428155_at",7.17476458333333
"1428156_at",7.71026458333333
"1428157_at",5.4089625
